"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","490050007","1","13","ug/m3 SC","12","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/02/2020","AQS","490050007","1","6","ug/m3 SC","6","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/03/2020","AQS","490050007","1","18","ug/m3 SC","17","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/04/2020","AQS","490050007","1","16","ug/m3 SC","15","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/05/2020","AQS","490050007","1","9","ug/m3 SC","8","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/06/2020","AQS","490050007","1","7","ug/m3 SC","6","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/07/2020","AQS","490050007","1","16","ug/m3 SC","15","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/08/2020","AQS","490050007","1","18","ug/m3 SC","17","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/09/2020","AQS","490050007","1","4","ug/m3 SC","4","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/10/2020","AQS","490050007","1","11","ug/m3 SC","10","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/11/2020","AQS","490050007","1","9","ug/m3 SC","8","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/12/2020","AQS","490050007","1","6","ug/m3 SC","6","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/13/2020","AQS","490050007","1","3","ug/m3 SC","3","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/14/2020","AQS","490050007","1","5","ug/m3 SC","5","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/15/2020","AQS","490050007","1","12","ug/m3 SC","11","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/16/2020","AQS","490050007","1","25","ug/m3 SC","23","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/17/2020","AQS","490050007","1","7","ug/m3 SC","6","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
"01/18/2020","AQS","490050007","1","13","ug/m3 SC","12","","1","100.0000","81102","PM10 Total 0-10um STP","30860","Logan, UT-ID","49","Utah","005","Cache","41.842649","-111.852199"
