"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","180190010","1","8","ug/m3 SC","7","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","81102","PM10 Total 0-10um STP","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/10/2020","AQS","180190010","1","14","ug/m3 SC","13","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","81102","PM10 Total 0-10um STP","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/16/2020","AQS","180190010","1","8","ug/m3 SC","7","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","81102","PM10 Total 0-10um STP","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/22/2020","AQS","180190010","1","22","ug/m3 SC","20","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","81102","PM10 Total 0-10um STP","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/28/2020","AQS","180190010","1","12","ug/m3 SC","11","Jeffersonville- Bates-Bowyer Ave.","1","100.0000","81102","PM10 Total 0-10um STP","31140","Louisville/Jefferson County, KY-IN","18","Indiana","019","Clark","38.2881908269178","-85.741336506"
"01/04/2020","AQS","180372001","2","8","ug/m3 SC","7","Jasper PO","1","100.0000","81102","PM10 Total 0-10um STP","27540","Jasper, IN","18","Indiana","037","Dubois","38.3914430762307","-86.9291603293742"
"01/10/2020","AQS","180372001","2","11","ug/m3 SC","10","Jasper PO","1","100.0000","81102","PM10 Total 0-10um STP","27540","Jasper, IN","18","Indiana","037","Dubois","38.3914430762307","-86.9291603293742"
"01/16/2020","AQS","180372001","2","11","ug/m3 SC","10","Jasper PO","1","100.0000","81102","PM10 Total 0-10um STP","27540","Jasper, IN","18","Indiana","037","Dubois","38.3914430762307","-86.9291603293742"
"01/22/2020","AQS","180372001","2","14","ug/m3 SC","13","Jasper PO","1","100.0000","81102","PM10 Total 0-10um STP","27540","Jasper, IN","18","Indiana","037","Dubois","38.3914430762307","-86.9291603293742"
"01/28/2020","AQS","180372001","2","14","ug/m3 SC","13","Jasper PO","1","100.0000","81102","PM10 Total 0-10um STP","27540","Jasper, IN","18","Indiana","037","Dubois","38.3914430762307","-86.9291603293742"
"01/04/2020","AQS","180890006","2","11","ug/m3 SC","10","East Chicago- Franklin School/ Washington School (Ben. Franklin)","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","18","Indiana","089","Lake","41.6361271373469","-87.4408431758136"
"01/10/2020","AQS","180890006","2","16","ug/m3 SC","15","East Chicago- Franklin School/ Washington School (Ben. Franklin)","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","18","Indiana","089","Lake","41.6361271373469","-87.4408431758136"
"01/16/2020","AQS","180890006","2","19","ug/m3 SC","18","East Chicago- Franklin School/ Washington School (Ben. Franklin)","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","18","Indiana","089","Lake","41.6361271373469","-87.4408431758136"
"01/22/2020","AQS","180890006","2","15","ug/m3 SC","14","East Chicago- Franklin School/ Washington School (Ben. Franklin)","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","18","Indiana","089","Lake","41.6361271373469","-87.4408431758136"
