"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","320030043","1","18","ug/m3 SC","17","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/02/2020","AQS","320030043","1","12","ug/m3 SC","11","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/03/2020","AQS","320030043","1","20","ug/m3 SC","19","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/04/2020","AQS","320030043","1","16","ug/m3 SC","15","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/05/2020","AQS","320030043","1","14","ug/m3 SC","13","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/06/2020","AQS","320030043","1","15","ug/m3 SC","14","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/07/2020","AQS","320030043","1","19","ug/m3 SC","18","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/08/2020","AQS","320030043","1","19","ug/m3 SC","18","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/09/2020","AQS","320030043","1","18","ug/m3 SC","17","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/10/2020","AQS","320030043","1","14","ug/m3 SC","13","Paul Meyer","1","100.0000","81102","PM10 Total 0-10um STP","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
