"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","470931013","4","9","ug/m3 SC","8","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/02/2020","AQS","470931013","4","16","ug/m3 SC","15","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/03/2020","AQS","470931013","4","10","ug/m3 SC","9","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/04/2020","AQS","470931013","4","7","ug/m3 SC","6","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/05/2020","AQS","470931013","4","7","ug/m3 SC","6","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/06/2020","AQS","470931013","4","13","ug/m3 SC","12","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/07/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/08/2020","AQS","470931013","4","12","ug/m3 SC","11","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/09/2020","AQS","470931013","4","20","ug/m3 SC","19","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/10/2020","AQS","470931013","4","24","ug/m3 SC","22","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/11/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/12/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/13/2020","AQS","470931013","4","21","ug/m3 SC","19","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/14/2020","AQS","470931013","4","9","ug/m3 SC","8","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/15/2020","AQS","470931013","4","9","ug/m3 SC","8","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/16/2020","AQS","470931013","4","8","ug/m3 SC","7","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/17/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/18/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/19/2020","AQS","470931013","4","7","ug/m3 SC","6","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/20/2020","AQS","470931013","4","9","ug/m3 SC","8","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/21/2020","AQS","470931013","4","10","ug/m3 SC","9","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/22/2020","AQS","470931013","4","20","ug/m3 SC","19","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/23/2020","AQS","470931013","4","29","ug/m3 SC","27","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/24/2020","AQS","470931013","4","8","ug/m3 SC","7","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/25/2020","AQS","470931013","4","5","ug/m3 SC","5","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/26/2020","AQS","470931013","4","11","ug/m3 SC","10","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/27/2020","AQS","470931013","4","13","ug/m3 SC","12","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/28/2020","AQS","470931013","4","15","ug/m3 SC","14","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/29/2020","AQS","470931013","4","15","ug/m3 SC","14","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/30/2020","AQS","470931013","4","15","ug/m3 SC","14","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
"01/31/2020","AQS","470931013","4","18","ug/m3 SC","17","AIR LAB","1","100.0000","81102","PM10 Total 0-10um STP","28940","Knoxville, TN","47","Tennessee","093","Knox","35.980675","-83.925773"
