"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","320030043","3","10.5","ug/m3 LC","44","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/02/2020","AQS","320030043","3","3.5","ug/m3 LC","15","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/03/2020","AQS","320030043","3","7.4","ug/m3 LC","31","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/04/2020","AQS","320030043","3","6.7","ug/m3 LC","28","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/05/2020","AQS","320030043","3","7.1","ug/m3 LC","30","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/06/2020","AQS","320030043","3","4.7","ug/m3 LC","20","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/07/2020","AQS","320030043","3","5.6","ug/m3 LC","23","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/08/2020","AQS","320030043","3","5.6","ug/m3 LC","23","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/09/2020","AQS","320030043","3","5.3","ug/m3 LC","22","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/10/2020","AQS","320030043","3","3.6","ug/m3 LC","15","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/11/2020","AQS","320030043","3","6.6","ug/m3 LC","28","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/12/2020","AQS","320030043","3","11","ug/m3 LC","46","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/13/2020","AQS","320030043","3","11.7","ug/m3 LC","49","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/14/2020","AQS","320030043","3","10","ug/m3 LC","42","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/15/2020","AQS","320030043","3","11.5","ug/m3 LC","48","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/16/2020","AQS","320030043","3","9.1","ug/m3 LC","38","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/17/2020","AQS","320030043","3","3","ug/m3 LC","13","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/18/2020","AQS","320030043","3","4.4","ug/m3 LC","18","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/19/2020","AQS","320030043","3","3.5","ug/m3 LC","15","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/20/2020","AQS","320030043","3","4","ug/m3 LC","17","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/21/2020","AQS","320030043","3","5","ug/m3 LC","21","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/22/2020","AQS","320030043","3","10.4","ug/m3 LC","43","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/23/2020","AQS","320030043","3","8.6","ug/m3 LC","36","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/24/2020","AQS","320030043","3","7.3","ug/m3 LC","30","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/25/2020","AQS","320030043","3","8.6","ug/m3 LC","36","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/26/2020","AQS","320030043","3","8.4","ug/m3 LC","35","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/27/2020","AQS","320030043","3","2.8","ug/m3 LC","12","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/28/2020","AQS","320030043","3","6.1","ug/m3 LC","25","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/29/2020","AQS","320030043","3","3.4","ug/m3 LC","14","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/30/2020","AQS","320030043","3","4","ug/m3 LC","17","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/31/2020","AirNow","320030043","3","6.3","ug/m3 LC","26","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/01/2020","AirNow","320030043","3","7.1","ug/m3 LC","30","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/02/2020","AirNow","320030043","3","9.6","ug/m3 LC","40","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/03/2020","AirNow","320030043","3","3.2","ug/m3 LC","13","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/04/2020","AirNow","320030043","3","2.3","ug/m3 LC","10","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/05/2020","AirNow","320030043","3","4.8","ug/m3 LC","20","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/06/2020","AirNow","320030043","3","9","ug/m3 LC","38","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/07/2020","AirNow","320030043","3","7.9","ug/m3 LC","33","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/08/2020","AirNow","320030043","3","10.7","ug/m3 LC","45","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/09/2020","AirNow","320030043","3","4","ug/m3 LC","17","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/10/2020","AirNow","320030043","3","2.7","ug/m3 LC","11","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/11/2020","AirNow","320030043","3","2.2","ug/m3 LC","9","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/12/2020","AirNow","320030043","3","4.1","ug/m3 LC","17","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/13/2020","AirNow","320030043","3","6.3","ug/m3 LC","26","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/14/2020","AirNow","320030043","3","8.6","ug/m3 LC","36","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/15/2020","AirNow","320030043","3","9.5","ug/m3 LC","40","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/16/2020","AirNow","320030043","3","15.4","ug/m3 LC","58","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/17/2020","AirNow","320030043","3","8.4","ug/m3 LC","35","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/18/2020","AirNow","320030043","3","6.8","ug/m3 LC","28","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/19/2020","AirNow","320030043","3","7.8","ug/m3 LC","33","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/20/2020","AirNow","320030043","3","5.1","ug/m3 LC","21","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/21/2020","AirNow","320030043","3","6.5","ug/m3 LC","27","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"02/22/2020","AirNow","320030043","3","6.8","ug/m3 LC","28","Paul Meyer","1","100.0000","88101","PM2.5 - Local Conditions","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
