"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AirNow","380130004","3","1.6","ug/m3 LC","7","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/02/2020","AirNow","380130004","3","7.9","ug/m3 LC","33","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/03/2020","AirNow","380130004","3","1.6","ug/m3 LC","7","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/04/2020","AirNow","380130004","3","3.4","ug/m3 LC","14","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/05/2020","AirNow","380130004","3","1.7","ug/m3 LC","7","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/06/2020","AirNow","380130004","3","1.8","ug/m3 LC","8","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/07/2020","AirNow","380130004","3","2.7","ug/m3 LC","11","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/08/2020","AirNow","380130004","3","3","ug/m3 LC","13","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/09/2020","AirNow","380130004","3","3.7","ug/m3 LC","15","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/10/2020","AirNow","380130004","3","4","ug/m3 LC","17","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/11/2020","AirNow","380130004","3","5.2","ug/m3 LC","22","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/12/2020","AirNow","380130004","3","5.6","ug/m3 LC","23","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/13/2020","AirNow","380130004","3","5.3","ug/m3 LC","22","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/14/2020","AirNow","380130004","3","6.1","ug/m3 LC","25","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/15/2020","AirNow","380130004","3","6.6","ug/m3 LC","28","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/16/2020","AirNow","380130004","3","6.9","ug/m3 LC","29","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/17/2020","AirNow","380130004","3","8.4","ug/m3 LC","35","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/18/2020","AirNow","380130004","3","6.1","ug/m3 LC","25","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/19/2020","AirNow","380130004","3","5.6","ug/m3 LC","23","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/20/2020","AirNow","380130004","3","6.7","ug/m3 LC","28","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/21/2020","AirNow","380130004","3","4.8","ug/m3 LC","20","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/22/2020","AirNow","380130004","3","6.6","ug/m3 LC","28","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/23/2020","AirNow","380130004","3","5.5","ug/m3 LC","23","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/24/2020","AirNow","380130004","3","3.3","ug/m3 LC","14","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/25/2020","AirNow","380130004","3","5.4","ug/m3 LC","23","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/26/2020","AirNow","380130004","3","7.7","ug/m3 LC","32","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
"01/27/2020","AirNow","380130004","3","9.5","ug/m3 LC","40","LOSTWOOD NWR","1","100.0000","88101","PM2.5 - Local Conditions","","","38","North Dakota","013","Burke","48.6419300009354","-102.4018"
